customer_id,name,gender,location,income_level,loyalty_status
C0468,Jason Ellis,Male,Sherrymouth,Medium,Silver
C0469,Adam Drake,Male,North Matthewfurt,Medium,Gold
C0470,Mrs. Amy Malone,Female,New Brian,Medium,Bronze
C0471,Michelle Guerrero,Female,Robertside,Medium,Gold
C0472,Mikayla Edwards,Female,Alanview,High,Platinum
C0473,Lisa Thomas,Male,Griffinborough,Low,Platinum
C0474,Lori Montgomery,Male,Terryfurt,High,Silver
C0475,Shirley Miller,Female,Peterberg,Medium,Gold
C0476,Kimberly Lewis,Male,Adrienneburgh,Medium,Gold
C0477,Steve Fernandez,Male,Johnport,High,Silver
C0478,Victoria Rodriguez,Female,Port Nathanhaven,Low,Platinum
C0479,Anthony Curtis,Female,South Kennethtown,Low,Bronze
C0480,William Trujillo,Male,West Kevin,Medium,Silver
C0481,Robin Armstrong,Female,Lake Nicholas,High,Gold
C0482,Ashley Black,Female,Port Kimberly,High,Platinum
C0483,Charles Simmons,Male,Millerton,Medium,Bronze
C0484,Carlos Lewis,Female,West Ericafurt,Low,Silver
C0485,Kelly Foster,Female,Breannachester,Medium,Gold
C0486,Melissa Gould PhD,Female,Colonberg,High,Bronze
C0487,Kari Ellis,Male,Lake Jasonfort,Medium,Gold
C0488,Christopher Hansen,Male,New Melissaville,Medium,Silver
C0489,Kenneth Williams,Male,North Nathan,Medium,Platinum
C0490,Elizabeth Tucker PhD,Female,Port Brittany,High,Platinum
C0491,Steven Small,Female,East Lori,Low,Gold
C0492,Bryan Bailey PhD,Female,Olsonport,High,Gold
C0493,Stephanie Harrington,Female,Davenportberg,High,Platinum
C0494,Kathy Murray,Female,Contrerasberg,Low,Silver
C0495,Erika Marsh,Male,Hughesfurt,Medium,Platinum
C0496,Angel Santiago,Female,Fitzgeraldland,High,Platinum
C0497,Michelle Armstrong,Male,Annville,Low,Silver
C0498,Angela Friedman,Female,New Aimeefort,High,Silver
C0499,Alicia Barrett,Male,North Joshua,Low,Gold
C0500,Ronald Combs,Male,Millerside,Low,Gold
C0501,Jennifer Williams,Male,West Samuelchester,Medium,Platinum
C0502,Joseph Reyes,Female,North Tinaside,Low,Platinum
C0503,Charles Scott,Male,East Kristopherchester,High,Silver
C0504,Amy Woodward,Male,North Jennifer,Low,Gold
C0505,Brett Thomas,Female,Jonathanville,Low,Silver
C0506,David Harper,Male,South William,Low,Platinum
C0507,Tiffany Adams,Male,Stevenchester,High,Silver
C0508,Allen Schultz,Male,West Angelashire,High,Gold
C0509,Danielle Peters,Male,West Ashley,Medium,Silver
C0510,Ryan Mason,Female,West Amber,Low,Platinum
C0511,David Cisneros,Female,Williamsmouth,High,Silver
C0512,Lisa Delgado,Female,North Brian,High,Platinum
C0513,Denise King,Female,Kiddborough,High,Silver
C0514,Katrina Williams,Male,West Christopherville,Medium,Silver
C0515,Molly Lutz,Female,Clarkhaven,Low,Platinum
C0516,Emily Fleming,Female,Cynthiamouth,Medium,Platinum
C0517,Matthew Morris,Female,South Susan,High,Bronze
C0518,Thomas Anderson,Female,New Thomastown,Medium,Bronze
C0519,Jennifer Woodard,Male,Farmerside,High,Silver
C0520,Shawn Curtis,Male,Port Lisamouth,Medium,Gold
C0521,Heather Hess,Female,Paultown,High,Bronze
C0522,Jacob Lee,Female,East Juliaview,Low,Silver
C0523,Michelle Lee,Male,Lindseybury,Medium,Silver
C0524,Johnny Cox,Male,Trevorborough,Low,Gold
C0525,William Little,Female,Port Joshuahaven,Low,Gold
C0526,Juan Keller MD,Female,North Brianna,High,Silver
C0527,Bethany Mahoney,Female,New Jessica,Low,Gold
C0528,Ryan Johnson,Female,Erinmouth,Medium,Platinum
C0529,Jeffery Nunez,Male,Port Sheilachester,Medium,Platinum
C0530,Jennifer Martinez,Male,Simpsonhaven,Low,Platinum
C0531,Stacey Walker,Male,Samanthaside,Medium,Bronze
C0532,Aaron Lee,Female,New Lindseybury,High,Bronze
C0533,Jessica Jones,Female,East Frank,Low,Silver
C0534,Mark Davis,Female,Reynoldstown,Low,Platinum
C0535,Lori Cook,Female,Johnfort,Low,Platinum
C0536,Glen Brown,Female,Aprilbury,Medium,Bronze
C0537,Patricia Harvey,Female,Lake Seanville,Medium,Gold
C0538,Antonio Johnson,Male,Pamelaland,High,Platinum
C0539,Amy Lang,Female,West Cherylchester,Medium,Gold
C0540,Michael Hansen,Female,Melissafurt,Low,Silver
C0541,Paul Hall,Female,South Patrickchester,High,Platinum
C0542,Lisa Morgan,Male,South Zacharyshire,Low,Bronze
C0543,Brian Larson,Female,New Kristineborough,High,Gold
C0544,Beth Hicks,Male,Robertmouth,High,Platinum
C0545,Chad Williams,Female,West Breanna,Low,Platinum
C0546,Marissa Howard,Female,East Terrance,Low,Bronze
C0547,Donna Cordova,Female,North John,Medium,Gold
C0548,Kristin Brown,Male,Jamesborough,High,Gold
C0549,Christina Jones,Female,Lake Thomas,Medium,Gold
C0550,Julie Schwartz,Female,Christinachester,Low,Gold
C0551,Brian Walter,Male,South Jeffreytown,Medium,Gold
C0552,Melissa Owens,Female,East Timothy,Low,Platinum
C0553,Robin Aguirre,Female,Harrisburgh,Medium,Bronze
C0554,Adriana Smith,Male,Anthonyville,Medium,Bronze
C0555,Jeremiah Welch,Female,Bradleytown,Low,Silver
C0556,Duane Robinson,Male,Jennifermouth,High,Bronze
C0557,Danielle Gonzalez,Male,Port Jose,High,Silver
C0558,Ronald Taylor,Female,West Sharonport,Medium,Gold
C0559,Jacob Watson,Female,New Tiffany,Medium,Silver
C0560,Dr. Sherry Jones MD,Female,Port Jake,Low,Bronze
C0561,Melissa Stewart,Female,Rowlandbury,Medium,Bronze
C0562,Pamela Matthews,Male,Kristinemouth,High,Bronze
C0563,Mark Ramirez,Female,Port William,High,Bronze
C0564,Katherine Acosta,Female,Gibbsland,High,Gold
C0565,James Khan,Female,Victormouth,Medium,Bronze
C0566,Micheal Fox,Male,Baldwinfort,High,Gold
C0567,Kevin Little,Male,East Jeffreyborough,Medium,Bronze
C0568,David Robinson,Male,Onealshire,High,Gold
C0569,Ryan Scott,Female,East Karenport,High,Silver
C0570,Gregory Silva,Male,Huntmouth,Medium,Platinum
C0571,John Ortiz,Male,Stewartfurt,Medium,Gold
C0572,Jeremy Baker,Male,West Rachelport,Medium,Bronze
C0573,Kayla Schneider,Female,Saraville,Low,Gold
C0574,Isaac Payne,Female,Jamesmouth,Low,Platinum
C0575,Patrick Mack,Male,Jamesberg,Low,Platinum
C0576,Dr. Nancy Gaines MD,Male,Juanstad,Medium,Gold
C0577,Jennifer Sullivan,Female,South Destinyberg,High,Gold
C0578,Crystal Cummings,Male,South Jesus,Low,Silver
C0579,Kristen Harrison,Male,Petersonland,High,Gold
C0580,Cole Carrillo,Male,Clarkmouth,Low,Gold
C0581,Amanda Taylor,Female,West Sherry,High,Platinum
C0582,Robert Flowers,Female,Jeremiahchester,High,Platinum
C0583,Jennifer Osborne,Female,Marktown,High,Bronze
C0584,Amanda Taylor,Female,Ashleyshire,Medium,Gold
C0585,Veronica Harris,Female,Brownfurt,Medium,Silver
C0586,Brian Hudson,Female,Fowlerport,High,Platinum
C0587,Brian Tran,Male,Port Hannahfort,High,Silver
C0588,Cristian Pruitt,Female,Campbellbury,Medium,Platinum
C0589,Joseph Gibson,Male,Aprilburgh,High,Bronze
C0590,Theodore Myers,Female,East Amandafort,High,Gold
C0591,Jasmine Berger,Male,East Monica,Low,Gold
C0592,Robert Ortega,Female,New Barbara,Medium,Gold
C0593,Dale Moran,Female,Hilltown,High,Platinum
C0594,Jill Summers DDS,Male,New Mark,Low,Silver
C0595,Katherine Ford,Female,Lake Christophermouth,High,Platinum
C0596,Ryan Sparks,Female,Austinburgh,Low,Gold
C0597,Christopher Williamson,Female,Ellisburgh,Low,Platinum
C0598,Anna Hale,Male,East Nicoleburgh,Medium,Bronze
C0599,Mark Carter,Male,Lake Jessicaborough,Medium,Silver
C0600,Jennifer Gill,Male,West Charlesville,Low,Gold
